Data,Cliente,Produto,Quantidade,Valor,Desconto,Forma de Pagamento,Nº Vezes,Data Vencimento,Status,Vendedor
2025-06-08,Liam Oliveira,Processador AMD Ryzen 7,1,1650.73,0%,Boleto,3,2025-09-06,PAGO,Matteo
2025-03-14,Diogo Dias,Fonte 700W,1,592.5,0%,Dinheiro,1,2025-03-14,PAGO,Théo
2025-06-04,Miguel Teixeira,Processador AMD Ryzen 5,1,1018.44,0%,Pix,1,2025-06-04,PAGO,João Guilherme
2025-04-10,Bryan da Rosa,Placa de Vídeo GTX,4,5092.0,0%,Dinheiro,1,2025-04-10,PAGO,Luana
2025-09-18,Mariane Vieira,Mesa para Computador,3,2850.81,0%,Pix,1,2025-09-18,PAGO,Yasmin
2025-06-15,Catarina Porto,SSD 512GB,5,1960.32,5%,Dinheiro,1,2025-06-15,PAGO,Oliver
2025-08-01,Clarice Costa,Placa-Mãe,3,1431.1,20%,Dinheiro,1,2025-08-01,PAGO,Davi Luiz
2025-07-08,Matheus Vargas,Notebook,3,9664.5,0%,Pix,1,2025-07-08,PAGO,Lorena
2025-04-16,Mathias Cassiano,Pendrive 64GB,4,303.66,5%,Boleto,11,2026-01-11,PAGO,Natália
2025-01-15,Nina da Costa,Memória RAM 8GB,5,955.44,15%,Boleto,2,2025-03-16,PAGO,Rebeca
2025-04-16,Maria Flor Fogaça,Computador Desktop,2,7868.2,10%,Dinheiro,1,2025-04-16,PAGO,Ana Sophia
2025-06-27,João Vitor Monteiro,Notebook,4,8881.11,15%,Cartão,11,2026-01-23,PENDENTE,Thales
2026-01-05,Benjamin Jesus,SSD 512GB,4,1497.05,15%,Dinheiro,1,2026-01-05,PAGO,Valentim
2025-04-14,Helena da Luz,Roteador Wi-Fi,4,561.98,5%,Pix,1,2025-04-14,PAGO,Yan
2025-07-07,Isaac da Conceição,Fonte 500W,1,215.06,15%,Boleto,4,2025-11-04,PAGO,Maria Helena
2025-07-23,Emilly Barros,Cooler para CPU,5,385.8,0%,Boleto,11,2026-01-19,PAGO,Ana Júlia
2025-02-23,Rafaela Lopes,Switch de Rede,3,557.9,10%,Boleto,11,2026-01-19,PENDENTE,Alice
2025-05-28,Bárbara Pires,Mouse,2,224.67,20%,Pix,1,2025-05-28,PAGO,Rafaela
2025-01-26,Melissa Barbosa,Cabo HDMI,3,56.84,15%,Boleto,3,2025-04-26,PAGO,Isabelly
2025-06-25,Nathan Macedo,Mouse,3,307.2,5%,Cartão,10,2026-01-21,PAGO,Rebeca
2025-12-27,Sophie Sousa,Teclado,2,453.36,0%,Dinheiro,1,2025-12-27,PAGO,Davi Lucas
2025-04-22,Nicolas Santos,Cabo HDMI,4,106.08,15%,Pix,1,2025-04-22,PAGO,Maria Helena
2025-07-03,Natália Ramos,SSD 256GB,3,741.82,10%,Cartão,7,2026-01-29,PENDENTE,Gabriela
2025-08-06,Ísis da Luz,Cadeira Gamer,3,1951.9,20%,Cartão,9,2026-02-02,PAGO,Vitor
2025-12-17,Stephany Leão,Memória RAM 8GB,3,599.7,10%,Pix,1,2025-12-17,PAGO,Melina
2025-06-27,Ana Beatriz Nascimento,Fonte 700W,5,1441.68,20%,Boleto,3,2025-09-25,PENDENTE,Eduardo
2025-01-08,Lorena Jesus,HD Externo 1TB,1,338.65,15%,Pix,1,2025-01-08,PAGO,Benjamim
2025-01-17,Caleb Sales,Roteador Wi-Fi,2,238.85,5%,Dinheiro,1,2025-01-17,PAGO,Maria Luiza
2025-10-01,Sabrina Azevedo,Memória RAM 8GB,3,654.31,20%,Pix,1,2025-10-01,PAGO,Manuella
2025-09-17,Fernanda Moraes,Cooler para CPU,2,141.06,5%,Dinheiro,1,2025-09-17,PAGO,Olivia
2025-01-31,Eloah Teixeira,Processador AMD Ryzen 5,2,1829.1,15%,Dinheiro,1,2025-01-31,PAGO,Ana Cecília
2025-04-27,Yasmin Cunha,Fonte 500W,1,326.49,10%,Pix,1,2025-04-27,PAGO,Vitória
2025-06-06,Heloísa Guerra,Processador Intel i7,2,3528.84,15%,Dinheiro,1,2025-06-06,PAGO,Joana
2025-07-02,Luiz Fernando Nogueira,Switch de Rede,5,1809.4,0%,Dinheiro,1,2025-07-02,PAGO,Ana Julia
2025-05-10,Thales Sales,Gabinete,4,2150.5,10%,Pix,1,2025-05-10,PAGO,Hadassa
2025-10-06,Felipe Sousa,Cabo de Rede,2,45.76,20%,Cartão,1,2025-10-06,NÃO PAGO,Stephany
2025-02-11,Sophia Melo,Roteador Wi-Fi,3,985.65,0%,Pix,1,2025-02-11,PAGO,Julia
2025-07-09,Benjamin Caldeira,Fonte 700W,2,948.76,0%,Dinheiro,1,2025-07-09,PAGO,Bruna
2025-05-31,Gael Henrique Macedo,Cabo de Rede,5,213.45,0%,Pix,1,2025-05-31,PAGO,Bernardo
2025-03-17,Raquel Monteiro,Roteador Wi-Fi,4,927.4,10%,Dinheiro,1,2025-03-17,PAGO,Felipe
2025-09-06,Otávio Pires,Placa de Vídeo GTX,4,8238.72,0%,Pix,1,2025-09-06,PAGO,Nina
2025-07-15,Levi Duarte,SSD 512GB,3,1222.01,20%,Cartão,10,2026-01-11,PAGO,Davi Lucca
2025-07-16,Antony Jesus,Headset,5,621.35,15%,Cartão,8,2026-01-12,NÃO PAGO,Antônio
2025-03-18,Maria Fernanda Macedo,SSD 512GB,4,2365.36,0%,Cartão,10,2026-01-12,NÃO PAGO,Letícia
2025-07-09,Ravy Abreu,Impressora,2,1887.32,0%,Boleto,10,2026-02-04,PAGO,Maitê
2025-02-24,Enzo Aparecida,Switch de Rede,4,899.69,5%,Boleto,5,2025-07-24,PENDENTE,Lorenzo
2025-12-12,Gael Henrique Macedo,"Monitor 27""",1,1988.29,0%,Pix,1,2025-12-12,PAGO,Marina
2025-08-09,Miguel Abreu,Pendrive 32GB,2,117.4,0%,Cartão,6,2026-02-05,PENDENTE,Valentina
2025-10-14,Carlos Eduardo Dias,Fonte 500W,2,526.05,5%,Boleto,7,2026-01-12,PAGO,Maitê
2025-04-26,Maria Fernanda Correia,Switch de Rede,5,1729.8,20%,Pix,1,2025-04-26,PAGO,Ryan
2025-08-17,Ryan Vargas,Fonte 700W,3,1540.21,10%,Pix,1,2025-08-17,PAGO,Luigi
2025-07-08,Théo Fernandes,SSD 1TB,1,544.74,0%,Dinheiro,1,2025-07-08,PAGO,Murilo
2025-11-11,Davi Lucca Monteiro,Placa de Vídeo RTX,4,11950.75,20%,Cartão,3,2026-01-10,PAGO,João Felipe
2025-04-08,Antônio Albuquerque,Processador Intel i5,3,2337.71,5%,Dinheiro,1,2025-04-08,PAGO,Thales
2025-11-15,Ana Lívia Sá,SSD 256GB,4,866.77,10%,Dinheiro,1,2025-11-15,PAGO,Theo
2025-04-10,Vicente Moreira,Cadeira Gamer,4,7158.9,5%,Cartão,6,2025-10-07,PAGO,Sophie
2025-09-14,João Felipe da Rosa,Fonte 500W,3,893.28,0%,Boleto,10,2026-01-12,PENDENTE,Maria Luísa
2025-06-28,Marina Ramos,Cooler para CPU,2,271.48,10%,Dinheiro,1,2025-06-28,PAGO,Ravi
2025-11-26,João Felipe Brito,Gabinete,3,1423.23,0%,Pix,1,2025-11-26,PAGO,Eduarda
2025-02-07,Bella Sampaio,Pendrive 32GB,1,57.41,0%,Pix,1,2025-02-07,PAGO,Zoe
2025-10-08,Otávio Carvalho,Processador AMD Ryzen 5,5,4129.84,5%,Pix,1,2025-10-08,PAGO,Davi Luiz
2025-08-01,Ravi Camargo,Mouse,1,138.18,5%,Boleto,4,2025-11-29,PENDENTE,Isaac
2025-10-06,Henry Gabriel Dias,Roteador Wi-Fi,3,835.1,15%,Dinheiro,1,2025-10-06,PAGO,Benjamim
2025-07-18,Aylla Pacheco,Pendrive 32GB,1,50.22,0%,Cartão,2,2025-09-16,PENDENTE,Rebeca
2025-10-31,Caleb Sales,Impressora,1,716.3,0%,Boleto,5,2026-01-29,PAGO,Theo
2025-07-20,Samuel Farias,Cabo de Rede,5,98.77,10%,Cartão,6,2026-01-16,PENDENTE,Lucca
2025-05-18,Maria Julia Correia,Pendrive 64GB,1,85.01,5%,Dinheiro,1,2025-05-18,PAGO,Daniela
2025-06-07,Rafael Machado,SSD 1TB,5,2259.57,5%,Dinheiro,1,2025-06-07,PAGO,Luiz Fernando
2026-01-06,Giovanna Albuquerque,Processador AMD Ryzen 7,3,4660.74,0%,Pix,1,2026-01-06,PAGO,Davi Lucca
2025-01-21,Arthur Gabriel Correia,Notebook,2,8528.05,5%,Boleto,2,2025-03-22,NÃO PAGO,Rafael
2025-01-21,Danilo Vasconcelos,Processador AMD Ryzen 5,2,1604.89,5%,Pix,1,2025-01-21,PAGO,Helena
2025-11-19,Vinicius Nunes,Cabo de Rede,5,170.84,20%,Dinheiro,1,2025-11-19,PAGO,Maria Cecília
2025-09-19,Lucas Siqueira,SSD 1TB,1,684.92,0%,Boleto,9,2026-01-17,PENDENTE,Diogo
2025-11-07,Ana Vitória Pimenta,Cadeira Gamer,1,1292.98,5%,Boleto,5,2026-02-05,NÃO PAGO,Yuri
2025-06-27,Yago Guerra,Webcam,4,355.67,15%,Dinheiro,1,2025-06-27,PAGO,Beatriz
2025-11-30,Sara Costela,Pendrive 32GB,4,122.56,0%,Dinheiro,1,2025-11-30,PAGO,Mariah
2025-01-04,Vitor Cavalcante,Cooler para CPU,1,189.2,0%,Boleto,4,2025-05-04,NÃO PAGO,Ryan
2025-02-11,Ísis Cardoso,Processador AMD Ryzen 7,2,2398.79,15%,Boleto,9,2025-11-08,PAGO,Nicole
2025-04-12,Rhavi Araújo,Fonte 500W,3,725.85,0%,Dinheiro,1,2025-04-12,PAGO,Júlia
2025-06-14,Danilo Almeida,Processador AMD Ryzen 5,1,945.64,0%,Boleto,10,2026-01-10,PENDENTE,Luiz Otávio
2025-05-29,Aurora da Cruz,"Monitor 27""",5,6833.65,0%,Boleto,9,2026-01-24,PENDENTE,Júlia
2025-06-17,Emanuella Ferreira,HD Externo 1TB,1,263.04,10%,Dinheiro,1,2025-06-17,PAGO,Stephany
2025-07-26,Thiago Silva,Processador AMD Ryzen 5,4,4736.17,5%,Pix,1,2025-07-26,PAGO,Enzo
2025-10-19,Marcela Fogaça,Mouse,2,230.49,15%,Cartão,7,2026-01-17,PAGO,Isabelly
2025-12-23,Lucas Gabriel Siqueira,Fonte 700W,3,1291.56,20%,Dinheiro,1,2025-12-23,PAGO,Luiz Miguel
2025-10-12,Daniel Castro,Fonte 700W,4,2023.12,0%,Cartão,9,2026-01-10,PAGO,Laís
2025-04-06,Emanuel Garcia,Processador Intel i5,4,5586.28,0%,Pix,1,2025-04-06,PAGO,Caroline
2025-05-17,Raquel Vasconcelos,SSD 512GB,3,1358.02,5%,Cartão,7,2025-12-13,NÃO PAGO,Maria Alice
2025-09-01,Mariana Farias,Fonte 500W,4,879.01,20%,Boleto,11,2026-01-29,NÃO PAGO,Juan
2025-10-16,Ana Laura Carvalho,Processador Intel i7,3,5304.9,0%,Cartão,8,2026-01-14,PENDENTE,Ana Liz
